CustomerKey,WWICustomerID,Customer,BillToCustomer,Category,BuyingGroup,PrimaryContact,PostalCode,ValidFrom,ValidTo,LineageKey
265,464,"Wingtip Toys (Glen Ullin, ND)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Gabriela Chirila,90380,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
266,465,"Wingtip Toys (Oologah, OK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Nagur Atluri,90439,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
267,466,"Wingtip Toys (Lytle, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Sintja Buecek,90706,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
268,467,"Wingtip Toys (Mahaffey, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Pongrit Srisati,90361,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
269,468,"Wingtip Toys (Sunburg, MN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Linda Green,90477,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
270,469,"Wingtip Toys (Johnetta, KY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Sarmis Skujins,90699,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
271,470,"Wingtip Toys (Universal City, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Libuse Srbova,90500,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
272,471,"Wingtip Toys (Ridgemark, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Viktorie Stejskalova,90667,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
202,401,Wingtip Toys (Head Office),Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Olga Alexandrova,90625,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
203,402,"Wingtip Toys (Black Lick, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Maris Baltins,90477,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
204,403,"Wingtip Toys (Queen Valley, AZ)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Parsa Reuser,90588,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
205,404,"Wingtip Toys (Penns Creek, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Duleep Srivastava,90195,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
206,405,"Wingtip Toys (Bourbonnais, IL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Miran Nikolic,90582,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
207,406,"Wingtip Toys (Tuscaloosa, AL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Calin Bojin,90011,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
208,407,"Wingtip Toys (Mooringsport, LA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Lang Le,90387,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
209,408,"Wingtip Toys (Rockwall, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Bhaagyalakshmi Muppavarapu,90500,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
210,409,"Wingtip Toys (Orick, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dimitry Nechita,90329,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
211,410,"Wingtip Toys (Bernstein, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Miroslav Kohout,90314,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
212,411,"Wingtip Toys (Edmund, WI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Fransje Mutlu,90777,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
213,412,"Wingtip Toys (Bozeman Hot Springs, MT)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Chati Ornlamai,90708,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
214,413,"Wingtip Toys (Truscott, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Raine Knihtila,90010,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
215,414,"Wingtip Toys (Rose Tree, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Lan Chu,90710,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
216,415,"Wingtip Toys (Leathersville, GA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Maurice English,90402,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
217,416,"Wingtip Toys (Necedah, WI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Irene Sepp,90049,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
218,417,"Wingtip Toys (Chetek, WI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Chandranath Bose,90193,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
219,418,"Wingtip Toys (Yaak, MT)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ana Julijana Isa,90284,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
220,419,"Wingtip Toys (Compass Lake, FL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Gireesh Bhogireddy,90212,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
221,420,"Wingtip Toys (Herlong, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Premwadee Atitarn,90358,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
222,421,"Wingtip Toys (Highland Home, AL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Nishant Patil,90035,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
223,422,"Wingtip Toys (Naches, WA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Rohan Das,90729,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
224,423,"Wingtip Toys (Baldwin City, KS)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Aamdaal Kamasamudram,90351,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
225,424,"Wingtip Toys (Heartwell, NE)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Baebeesarasvati Kamasamudram,90298,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
226,425,"Wingtip Toys (Bethel Acres, OK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Marcello Dellucci,90530,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
227,426,"Wingtip Toys (Willow Valley, AZ)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Mee-Kyong Sin,90041,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
228,427,"Wingtip Toys (Athol Springs, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ivica LuÄic,90285,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
229,428,"Wingtip Toys (Paw Paw Lake, MI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Vinicius Correa,90635,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
230,429,"Wingtip Toys (Lilbourn, MO)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Fabio Pena,90025,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
231,430,"Wingtip Toys (Lost River, ID)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Lakshmi Roy,90272,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
232,431,"Wingtip Toys (Rosa Sánchez, PR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Selma Seppanen,90726,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
233,432,"Wingtip Toys (Vamo, FL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Bay Ly,90333,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
312,511,"Wingtip Toys (North Manitou, MI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Pracha Nantakarn,90251,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
313,512,"Wingtip Toys (Philip, SD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Charline Flamand,90438,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
314,513,"Wingtip Toys (Straughn, IN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Teodor Vlad,90771,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
315,514,"Wingtip Toys (Gilford, NH)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Anda Liepa,90418,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
316,515,"Wingtip Toys (Del Valle, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Jelena Utjesenovic,90612,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
317,516,"Wingtip Toys (Harkers Island, NC)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Adriana Horackova,90175,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
318,517,"Wingtip Toys (Licking, MO)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Miika Putkonen,90280,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
319,518,"Wingtip Toys (Raton, NM)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Padma Iyer,90687,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
320,519,"Wingtip Toys (Boynton, OK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Åšani Sen,90760,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
321,520,"Wingtip Toys (Frenchburg, KY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Helene Dupuy,90218,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
322,521,"Wingtip Toys (Robertsdale, AL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,omer ozbek,90580,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
323,522,"Wingtip Toys (Dickerson, MD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Akshayakeerti Jandhyala,90783,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
324,523,"Wingtip Toys (Bruceton Mills, WV)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ankolika Sen,90269,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
325,524,"Wingtip Toys (Cloquet, MN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Baalaamani Veturi,90639,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
326,525,"Wingtip Toys (Claycomo, MO)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Julia Konecna,90501,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
327,526,"Wingtip Toys (Beekmantown, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Madelaine  Paulet,90800,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
328,527,"Wingtip Toys (Islip Terrace, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Mario Jogi,90778,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
329,528,"Wingtip Toys (Rich Creek, VA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Kaya ozbek,90588,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
330,529,"Wingtip Toys (Griswoldville, GA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Seo-yeon Rim,90110,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
331,530,"Wingtip Toys (East Mountain, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Sitara Benjaree,90353,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
332,531,"Wingtip Toys (Omer, MI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Javier Caraballo,90228,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
333,532,"Wingtip Toys (Waycross, GA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Akhtar Shahrestaani,90743,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
334,533,"Wingtip Toys (Nichols Hills, OK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Vanita Bhowmick,90128,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
335,534,"Wingtip Toys (Plaquemine, LA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Nishant Menon,90520,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
336,535,"Wingtip Toys (Triadelphia, WV)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Josef Benda,90747,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
337,536,"Wingtip Toys (Ferney, SD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Teresa Bender,90461,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
338,537,"Wingtip Toys (Akhiok, AK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Deepesh Bose,90197,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
339,538,"Wingtip Toys (Deeson, MS)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Madhavi Gupta,90338,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
340,539,"Wingtip Toys (Nuangola, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Bich Banh,90156,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
341,540,"Wingtip Toys (Weld, ME)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Åšani Nair,90031,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
342,541,"Wingtip Toys (Mickleton, NJ)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Angelina Gormanston,90751,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
343,542,"Wingtip Toys (Schererville, IN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Prasert Supitayaporn,90457,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
344,543,"Wingtip Toys (Lexington Heights, MI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Abhaya Rambhatla,90067,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
345,544,"Wingtip Toys (Broomtown, AL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Lalit Ogra,90717,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
346,545,"Wingtip Toys (Jamison, IA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Mina Bagheri,90010,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
347,546,"Wingtip Toys (Key Biscayne, FL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Debraj Sanyal,90085,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
348,547,"Wingtip Toys (Chaseley, ND)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Marco Costa,90066,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
349,548,"Wingtip Toys (Indian Creek, IL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Crina Nechita,90610,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
350,549,"Wingtip Toys (Lake Ronkonkoma, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Zala Ibrahimagic,90437,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
273,472,"Wingtip Toys (San Jacinto, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Slavko Pavlovic,90017,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
274,473,"Wingtip Toys (Floriston, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Doru Munteanu,90298,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
275,474,"Wingtip Toys (Bokeelia, FL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Aile Aasmae,90757,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
276,475,"Wingtip Toys (Cale, AR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ava Edden,90643,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
277,476,"Wingtip Toys (Karthaus, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Manali Bose,90362,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
278,477,"Wingtip Toys (Glancy, MS)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Astrid Poisson,90294,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
279,478,"Wingtip Toys (Stoneboro, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Gi-Suk Heo,90542,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
280,479,"Wingtip Toys (Mier, IN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Irma Kruze,90474,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
281,480,"Wingtip Toys (Wapinitia, OR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dhaeraemdranaadh Pamulaparthi,90173,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
282,481,"Wingtip Toys (White Church, MO)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Agrita Kalnina,90184,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
283,482,"Wingtip Toys (Caton, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ravindra Sandhu,90250,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
284,483,"Wingtip Toys (Plum Branch, SC)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Klara Rakus,90631,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
285,484,"Wingtip Toys (Mauldin, SC)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Am Lo,90243,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
286,485,"Wingtip Toys (Bonner Springs, KS)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Sophie Van Lier,90715,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
287,486,"Wingtip Toys (Lowellville, OH)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dimitry Profis,90737,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
288,487,"Wingtip Toys (Elverson, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Jan Zeman,90147,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
289,488,"Wingtip Toys (Isabela, PR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ranjit Dikshit,90320,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
290,489,"Wingtip Toys (Sayner, WI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Varuna Ganguly,90541,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
291,490,"Wingtip Toys (Beals, ME)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Basak Tekin,90772,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
292,491,"Wingtip Toys (Morton Grove, IL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Doru Tirlea,90336,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
293,492,"Wingtip Toys (Birds, IL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Jessica Perrine,90393,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
294,493,"Wingtip Toys (Federalsburg, MD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Yavuz Cetinkaya,90373,2013-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2
